PANTONE Uncoated
247	PANTONE 2602 U	47.354	36.788	-35.249
248	PANTONE 2612 U	43.864	27.460	-24.494
249	PANTONE 2622 U	43.622	17.928	-13.863
250	PANTONE 2563 U	70.338	24.933	-26.692
251	PANTONE 2573 U	63.210	27.725	-29.648
252	PANTONE 2583 U	56.355	29.361	-31.082
253	PANTONE 2593 U	46.379	29.689	-30.719
254	PANTONE 2603 U	43.591	26.113	-25.898
255	PANTONE 2613 U	42.558	23.167	-22.360
256	PANTONE 2623 U	40.828	20.143	-18.277
257	PANTONE 2567 U	68.124	22.935	-31.041
258	PANTONE 2577 U	58.496	26.234	-35.580
259	PANTONE 2587 U	52.095	27.283	-36.603
260	PANTONE 2597 U	45.080	27.688	-36.379
261	PANTONE 2607 U	42.710	24.465	-30.823
262	PANTONE 2617 U	41.408	21.985	-26.948
263	PANTONE 2627 U	41.286	18.785	-21.911
264	PANTONE 263 U	83.779	12.612	-19.300
265	PANTONE 264 U	70.107	20.701	-34.675
266	PANTONE 265 U	57.038	26.458	-44.298
267	PANTONE 266 U	48.177	29.941	-47.278
268	PANTONE 267 U	44.778	25.633	-39.565
269	PANTONE 268 U	41.203	19.343	-27.480
270	PANTONE 269 U	41.231	15.124	-19.954
271	PANTONE 2635 U	76.240	15.095	-27.724
272	PANTONE 2645 U	69.363	19.040	-34.717
273	PANTONE 2655 U	59.803	23.627	-42.072
274	PANTONE 2665 U	51.387	26.607	-45.680
275	PANTONE Violet U	43.622	26.808	-43.483
276	PANTONE 2685 U	40.817	23.603	-38.390
277	PANTONE 2695 U	41.234	13.271	-19.687
278	PANTONE 270 U	72.102	8.981	-28.199
279	PANTONE 271 U	66.432	10.491	-31.836
280	PANTONE 272 U	57.314	12.279	-35.259
281	PANTONE 273 U	40.067	15.211	-33.731
282	PANTONE 274 U	37.507	13.269	-28.634
283	PANTONE 275 U	35.208	11.507	-24.089
284	PANTONE 276 U	36.550	8.104	-14.958
285	PANTONE 2705 U	74.595	10.798	-30.590
286	PANTONE 2715 U	64.244	15.609	-40.108
287	PANTONE 2725 U	55.458	19.441	-45.702
288	PANTONE 2735 U	38.957	23.284	-48.016
289	PANTONE 2745 U	36.838	17.306	-38.105
290	PANTONE 2755 U	35.355	14.261	-32.038
291	PANTONE 2765 U	34.447	10.657	-24.118
292	PANTONE 2706 U	84.817	3.051	-19.486
293	PANTONE 2716 U	71.510	7.688	-35.430
294	PANTONE 2726 U	52.244	15.847	-49.034
295	PANTONE 2736 U	42.572	19.953	-50.954
296	PANTONE 2746 U	39.484	14.865	-42.142
297	PANTONE 2756 U	37.706	9.030	-29.443
298	PANTONE 2766 U	36.236	6.219	-21.366
299	PANTONE 2707 U	84.328	-1.659	-21.916
300	PANTONE 2717 U	78.356	-1.359	-30.572
301	PANTONE 2727 U	56.178	7.410	-54.643
302	PANTONE Blue 072 U	32.559	22.006	-58.564
303	PANTONE 2747 U	32.416	9.294	-37.118
304	PANTONE 2757 U	32.476	5.647	-29.419
305	PANTONE 2767 U	34.065	2.603	-16.812
306	PANTONE 2708 U	77.771	0.282	-28.597
307	PANTONE 2718 U	55.351	8.891	-48.956
308	PANTONE 2728 U	43.753	13.722	-51.637
309	PANTONE 2738 U	33.807	17.634	-48.698
310	PANTONE 2748 U	33.262	10.454	-35.422
311	PANTONE 2758 U	32.946	7.367	-28.027
312	PANTONE 2768 U	31.850	5.096	-20.070
313	PANTONE 277 U	80.144	-4.216	-26.234
314	PANTONE 278 U	72.898	-3.565	-35.285
315	PANTONE 279 U	59.047	1.302	-47.577
316	PANTONE Reflex Blue U	32.137	13.270	-46.921
317	PANTONE 280 U	33.675	6.184	-35.630
318	PANTONE 281 U	31.760	4.326	-27.918
319	PANTONE 282 U	30.639	2.970	-19.576
320	PANTONE 283 U	78.976	-6.048	-28.309
321	PANTONE 284 U	68.926	-5.020	-39.754
322	PANTONE 285 U	53.098	1.848	-51.210
323	PANTONE 286 U	38.131	8.570	-50.753
324	PANTONE 287 U	34.777	5.515	-40.700
325	PANTONE 288 U	33.715	3.475	-33.600
326	PANTONE 289 U	31.686	0.874	-17.847
327	PANTONE 290 U	83.398	-8.826	-21.937
328	PANTONE 291 U	75.391	-9.510	-33.045
329	PANTONE 292 U	65.718	-7.859	-43.088
